ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
9532137,HX185909,03/15/2014 12:45:00 PM,003XX S MICHIGAN AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,STREET,false,false,0114,001,2,32,26,1177379,1898986,2014,03/18/2014 12:40:56 AM,41.878150748215496,-87.62416441720062,"(41.878150748215496, -87.62416441720062)"
9532068,HX185794,03/15/2014 12:44:00 PM,083XX S KENTON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENTIAL YARD (FRONT/BACK),true,false,0834,008,18,70,18,1147050,1848633,2014,03/19/2014 12:41:09 AM,41.740608240280245,-87.73680930564822,"(41.740608240280245, -87.73680930564822)"
9532091,HX185838,03/15/2014 12:42:00 PM,038XX W GLADYS AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,SIDEWALK,true,false,1133,011,28,26,18,1150692,1898117,2014,03/19/2014 12:41:09 AM,41.87632941390083,-87.72217588331979,"(41.87632941390083, -87.72217588331979)"
9532124,HX185858,03/15/2014 12:40:00 PM,0000X S MICHIGAN AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,PARK PROPERTY,true,false,0114,001,42,32,24,1177361,1900118,2014,03/18/2014 12:40:56 AM,41.88125742705513,-87.62419616490338,"(41.88125742705513, -87.62419616490338)"
9532208,HX185953,03/15/2014 12:40:00 PM,055XX W DIVISION ST,0460,BATTERY,SIMPLE,CONVENIENCE STORE,false,false,1524,015,37,25,08B,1138999,1907407,2014,03/18/2014 12:40:56 AM,41.9020427982128,-87.76488326136274,"(41.9020427982128, -87.76488326136274)"
9532085,HX185811,03/15/2014 12:39:00 PM,105XX S EWING AVE,4625,OTHER OFFENSE,PAROLE VIOLATION,SIDEWALK,true,false,0432,004,10,52,26,1202132,1835878,2014,03/18/2014 12:40:56 AM,41.70438259233355,-87.5354300792897,"(41.70438259233355, -87.5354300792897)"
9534692,HX188656,03/15/2014 12:39:00 PM,073XX N OLEANDER AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,false,false,1611,016,41,9,11,1125109,1948042,2014,03/19/2014 12:41:09 AM,42.01379118910226,-87.81500141377614,"(42.01379118910226, -87.81500141377614)"
9533017,HX186821,03/15/2014 12:30:00 PM,032XX N KOSTNER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1731,017,31,16,07,1146428,1921540,2014,03/19/2014 12:41:09 AM,41.94068680048141,-87.73723434358452,"(41.94068680048141, -87.73723434358452)"
9532062,HX185802,03/15/2014 12:30:00 PM,016XX W 63RD ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0714,007,16,67,18,1166670,1862972,2014,03/19/2014 12:41:09 AM,41.77956071693829,-87.66451463547912,"(41.77956071693829, -87.66451463547912)"
9532133,HX185836,03/15/2014 12:30:00 PM,071XX S SOUTH SHORE DR,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0334,003,7,43,14,1194434,1858325,2014,03/19/2014 12:41:09 AM,41.76617137505054,-87.56288252371338,"(41.76617137505054, -87.56288252371338)"
9533479,HX185819,03/15/2014 12:29:00 PM,087XX S KINGSTON AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,false,true,0423,,7,46,24,,,2014,03/19/2014 12:41:09 AM,,,
9532106,HX185824,03/15/2014 12:25:00 PM,118XX S WENTWORTH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0522,005,34,53,08B,1177106,1826486,2014,03/18/2014 12:40:56 AM,41.67920931742781,-87.6273522503096,"(41.67920931742781, -87.6273522503096)"
9532110,HX185827,03/15/2014 12:25:00 PM,025XX W 38TH ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,0911,009,12,58,03,1160120,1879347,2014,03/18/2014 12:40:56 AM,41.82463311631622,-87.68807717634249,"(41.82463311631622, -87.68807717634249)"
9532095,HX185826,03/15/2014 12:20:00 PM,049XX N SHERIDAN RD,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,2024,020,46,3,18,1168690,1933441,2014,03/19/2014 12:41:09 AM,41.97288962858849,-87.65506747889744,"(41.97288962858849, -87.65506747889744)"
9533052,HX187104,03/15/2014 12:20:00 PM,007XX W MADISON ST,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,OTHER,false,false,1232,012,27,28,11,1171158,1900220,2014,03/18/2014 12:40:56 AM,41.88167571155948,-87.646970060384,"(41.88167571155948, -87.646970060384)"
9532088,HX185786,03/15/2014 12:20:00 PM,050XX S HERMITAGE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,0931,009,16,61,03,1165566,1871479,2014,03/19/2014 12:41:09 AM,41.802928465094745,-87.66832079637622,"(41.802928465094745, -87.66832079637622)"
9532078,HX185809,03/15/2014 12:20:00 PM,039XX N WESTERN AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,false,false,1921,019,47,5,06,1159625,1926311,2014,03/19/2014 12:41:09 AM,41.953516641832174,-87.68859860346475,"(41.953516641832174, -87.68859860346475)"
9539212,HX192581,03/15/2014 12:19:00 PM,0000X E WACKER DR,1120,DECEPTIVE PRACTICE,FORGERY,RESTAURANT,false,false,0111,,42,32,10,,,2014,03/21/2014 12:39:35 AM,,,
9532100,HX185831,03/15/2014 12:15:00 PM,090XX S NORMAL AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,2223,022,21,71,18,1174519,1844718,2014,03/19/2014 12:41:09 AM,41.72929838023731,-87.6362815335669,"(41.72929838023731, -87.6362815335669)"
9541218,HX185813,03/15/2014 12:12:00 PM,037XX S COTTAGE GROVE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0212,,4,36,08B,,,2014,03/23/2014 12:39:11 AM,,,
9532074,HX185790,03/15/2014 12:10:00 PM,008XX W GARFIELD BLVD,0880,THEFT,PURSE-SNATCHING,SIDEWALK,false,false,0934,009,20,61,06,1171534,1868420,2014,03/18/2014 12:40:56 AM,41.79440544779378,-87.64652309742307,"(41.79440544779378, -87.64652309742307)"
9532049,HX185798,03/15/2014 12:10:00 PM,007XX N TRUMBULL AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),VACANT LOT/LAND,true,false,1121,011,27,23,18,1153206,1904739,2014,03/19/2014 12:41:09 AM,41.894451364217765,-87.71276943466968,"(41.894451364217765, -87.71276943466968)"
9532090,HX185803,03/15/2014 12:09:00 PM,002XX S MICHIGAN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0113,001,42,32,18,1177290,1899271,2014,03/19/2014 12:41:09 AM,41.87893482172146,-87.62448255787609,"(41.87893482172146, -87.62448255787609)"
9532075,HX185787,03/15/2014 12:08:00 PM,023XX W MADISON ST,0860,THEFT,RETAIL THEFT,DRUG STORE,false,false,1223,012,2,28,06,1160647,1899996,2014,03/18/2014 12:40:56 AM,41.88128522733991,-87.68557229506511,"(41.88128522733991, -87.68557229506511)"
9532891,HX186935,03/15/2014 12:00:00 PM,044XX N KILBOURN AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1722,017,45,16,06,1145238,1929373,2014,03/19/2014 12:41:09 AM,41.962203841746636,-87.74140922819691,"(41.962203841746636, -87.74140922819691)"
9537066,HX190529,03/15/2014 12:00:00 PM,043XX S TRUMBULL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,0821,,14,58,14,,,2014,03/20/2014 12:38:50 AM,,,
9542123,HX188927,03/15/2014 12:00:00 PM,005XX W OHARE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,AIRPORT PARKING LOT,false,false,1654,,41,76,14,,,2014,03/24/2014 12:41:18 AM,,,
9544310,HX197531,03/15/2014 12:00:00 PM,066XX S CHAMPLAIN AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,0321,,20,42,06,,,2014,03/25/2014 12:39:08 AM,,,
9535958,HX189739,03/15/2014 12:00:00 PM,037XX N KENMORE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1923,,44,6,14,,,2014,03/19/2014 12:41:09 AM,,,
9532382,HX186277,03/15/2014 12:00:00 PM,016XX N LATROBE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,true,2532,025,37,25,11,1141110,1910403,2014,03/17/2014 12:39:52 AM,41.9102255179544,-87.75705522559929,"(41.9102255179544, -87.75705522559929)"
9532186,HX185988,03/15/2014 12:00:00 PM,097XX S PEORIA ST,0820,THEFT,$500 AND UNDER,VACANT LOT/LAND,false,false,2223,022,21,73,06,1171992,1840227,2014,03/18/2014 12:40:56 AM,41.71703021736705,-87.64566998632161,"(41.71703021736705, -87.64566998632161)"
9532066,HX185808,03/15/2014 11:58:00 AM,048XX W ADAMS ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,1533,015,28,25,18,1143905,1898927,2014,03/19/2014 12:41:09 AM,41.878682065644036,-87.74707543013055,"(41.878682065644036, -87.74707543013055)"
9532048,HX185780,03/15/2014 11:52:00 AM,007XX S CALIFORNIA AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,1135,011,2,27,18,1157853,1896836,2014,03/19/2014 12:41:09 AM,41.87267129106488,-87.69591791424267,"(41.87267129106488, -87.69591791424267)"
9532054,HX185789,03/15/2014 11:50:00 AM,071XX W NORTH AVE,0560,ASSAULT,SIMPLE,OTHER,false,false,2513,025,36,25,08A,1128677,1909890,2014,03/18/2014 12:40:56 AM,41.90903791609631,-87.80274172930768,"(41.90903791609631, -87.80274172930768)"
9532040,HX185763,03/15/2014 11:45:00 AM,034XX W MC LEAN AVE,0560,ASSAULT,SIMPLE,APARTMENT,true,true,1413,014,26,22,08A,1153156,1913449,2014,03/18/2014 12:40:56 AM,41.918353397456805,-87.71272162867902,"(41.918353397456805, -87.71272162867902)"
9542098,HX188304,03/15/2014 11:45:00 AM,0000X W C19 ST,0810,THEFT,OVER $500,AIRPORT VENDING ESTABLISHMENT,false,false,1651,,41,76,06,,,2014,03/24/2014 12:41:18 AM,,,
9532021,HX185747,03/15/2014 11:40:00 AM,005XX E 45TH ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,0221,002,3,38,18,1180902,1875345,2014,03/19/2014 12:41:09 AM,41.813197718394036,-87.61195808596358,"(41.813197718394036, -87.61195808596358)"
9536412,HX190275,03/15/2014 11:40:00 AM,017XX W IRVING PARK RD,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1922,,47,6,26,,,2014,03/20/2014 12:38:50 AM,,,
9532131,HX185779,03/15/2014 11:39:00 AM,034XX W LAWRENCE AVE,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,SIDEWALK,true,false,1723,017,33,14,18,1152427,1931636,2014,03/19/2014 12:41:09 AM,41.96827434316445,-87.7149179638757,"(41.96827434316445, -87.7149179638757)"
9532136,HX185734,03/15/2014 11:35:00 AM,016XX N HUMBOLDT BLVD,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1421,014,35,24,03,1156170,1910563,2014,03/19/2014 12:41:09 AM,41.91037359006854,-87.7017260122637,"(41.91037359006854, -87.7017260122637)"
9532093,HX185799,03/15/2014 11:30:00 AM,063XX S DR MARTIN LUTHER KING JR DR,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,RESIDENTIAL YARD (FRONT/BACK),true,false,0312,003,20,69,24,1179975,1862838,2014,03/18/2014 12:40:56 AM,41.77889868385433,-87.61574128265333,"(41.77889868385433, -87.61574128265333)"
9532284,HX186146,03/15/2014 11:30:00 AM,032XX S STATE ST,0479,BATTERY,AGG: HANDS/FIST/FEET SERIOUS INJURY,COLLEGE/UNIVERSITY GROUNDS,false,false,0211,002,3,35,04B,1176902,1883724,2014,03/18/2014 12:40:56 AM,41.8362815945364,-87.62637723256087,"(41.8362815945364, -87.62637723256087)"
9532024,HX185729,03/15/2014 11:30:00 AM,003XX S CALIFORNIA AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1125,011,2,27,18,1157806,1898546,2014,03/19/2014 12:41:09 AM,41.87736465657389,-87.6960438582743,"(41.87736465657389, -87.6960438582743)"
9532094,HX185871,03/15/2014 11:30:00 AM,003XX N MICHIGAN AVE,0870,THEFT,POCKET-PICKING,STREET,false,false,0111,001,42,32,06,1177204,1902458,2014,03/18/2014 12:40:56 AM,41.88768207050634,-87.62470170180207,"(41.88768207050634, -87.62470170180207)"
9533058,HX186839,03/15/2014 11:27:00 AM,021XX N FREMONT ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1812,018,43,7,14,1169983,1914357,2014,03/19/2014 12:41:09 AM,41.92049420503531,-87.65087163851088,"(41.92049420503531, -87.65087163851088)"
9532039,HX185751,03/15/2014 11:26:00 AM,013XX W THORNDALE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,true,false,2013,020,48,77,18,1166417,1939683,2014,03/19/2014 12:41:09 AM,41.99006693654789,-87.66324616404978,"(41.99006693654789, -87.66324616404978)"
9532092,HX185764,03/15/2014 11:25:00 AM,113XX S FOREST AVE,501A,OTHER OFFENSE,ANIMAL ABUSE/NEGLECT,ALLEY,false,false,0531,005,9,49,26,1180307,1829861,2014,03/18/2014 12:40:56 AM,41.68839823179714,-87.6155324124703,"(41.68839823179714, -87.6155324124703)"
9532113,HX185868,03/15/2014 11:20:00 AM,080XX S COLFAX AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),false,false,0422,004,7,46,14,1194870,1852147,2014,03/18/2014 12:40:56 AM,41.74920775221196,-87.56148762742846,"(41.74920775221196, -87.56148762742846)"
9532034,HX185711,03/15/2014 11:20:00 AM,043XX S ARCHER AVE,1330,CRIMINAL TRESPASS,TO LAND,DRUG STORE,true,false,0821,008,14,58,26,1155632,1875330,2014,03/18/2014 12:40:56 AM,41.813701262340906,-87.70465022920158,"(41.813701262340906, -87.70465022920158)"
9532795,HX185856,03/15/2014 11:18:00 AM,006XX W SCOTT ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1822,018,27,8,06,1171867,1908780,2014,03/18/2014 12:40:56 AM,41.90514928068769,-87.64411416710126,"(41.90514928068769, -87.64411416710126)"
9532148,HX185851,03/15/2014 11:18:00 AM,006XX W SCOTT ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1822,018,27,8,14,1171867,1908780,2014,03/18/2014 12:40:56 AM,41.90514928068769,-87.64411416710126,"(41.90514928068769, -87.64411416710126)"
9532037,HX185745,03/15/2014 11:11:00 AM,0000X S MICHIGAN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARK PROPERTY,true,false,0114,001,42,32,18,1177354,1900383,2014,03/19/2014 12:41:09 AM,41.88198476021365,-87.62421382799182,"(41.88198476021365, -87.62421382799182)"
9532067,HX185721,03/15/2014 11:10:00 AM,054XX S WELLS ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,0935,009,3,37,14,1175490,1868914,2014,03/19/2014 12:41:09 AM,41.79567338823675,-87.63200186299626,"(41.79567338823675, -87.63200186299626)"
9532047,HX185727,03/15/2014 11:05:00 AM,060XX S CALIFORNIA AVE,0560,ASSAULT,SIMPLE,APARTMENT,true,false,0825,008,15,66,08A,1158791,1864310,2014,03/17/2014 12:39:52 AM,41.783396909761905,-87.69336365833517,"(41.783396909761905, -87.69336365833517)"
9532199,HX185709,03/15/2014 11:04:00 AM,004XX E 43RD ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,false,false,0214,002,3,38,26,1179770,1876632,2014,03/19/2014 12:41:09 AM,41.816755352186604,-87.61607086443672,"(41.816755352186604, -87.61607086443672)"
9532005,HX185715,03/15/2014 11:03:00 AM,028XX W FLOURNOY ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,true,false,1135,011,2,27,24,1157615,1896868,2014,03/18/2014 12:40:56 AM,41.87276394881421,-87.69679085177583,"(41.87276394881421, -87.69679085177583)"
9533743,HX187732,03/15/2014 11:00:00 AM,007XX N ELIZABETH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1215,012,27,24,14,1167754,1905419,2014,03/19/2014 12:41:09 AM,41.896016163550144,-87.65931942801596,"(41.896016163550144, -87.65931942801596)"
9532817,HX185969,03/15/2014 11:00:00 AM,118XX S LOWE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0524,005,34,53,06,1174153,1826225,2014,03/19/2014 12:41:09 AM,41.67855898215042,-87.63816912819028,"(41.67855898215042, -87.63816912819028)"
9532188,HX185977,03/15/2014 11:00:00 AM,027XX N HALSTED ST,2250,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,BAR OR TAVERN,true,false,1935,019,43,7,22,1170500,1918629,2014,03/19/2014 12:41:09 AM,41.932205469939994,-87.64884679441634,"(41.932205469939994, -87.64884679441634)"
9543949,HX193581,03/15/2014 11:00:00 AM,017XX W 100TH PL,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,2213,,19,72,06,,,2014,03/25/2014 12:39:08 AM,,,
9532220,HX185956,03/15/2014 11:00:00 AM,040XX S ROCKWELL ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,VEHICLE NON-COMMERCIAL,true,false,0921,009,12,58,26,1159745,1877607,2014,03/19/2014 12:41:09 AM,41.819866067825295,-87.68950077884082,"(41.819866067825295, -87.68950077884082)"
9532152,HX185884,03/15/2014 11:00:00 AM,083XX S STEWART AVE,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,false,0622,006,21,44,08B,1175120,1849560,2014,03/19/2014 12:41:09 AM,41.74257208149134,-87.63393578139582,"(41.74257208149134, -87.63393578139582)"
9532059,HX185804,03/15/2014 10:54:00 AM,026XX S WENTWORTH AVE,2027,NARCOTICS,POSS: CRACK,APARTMENT,true,false,0914,009,11,34,18,1175352,1886977,2014,03/19/2014 12:41:09 AM,41.84524294821206,-87.63196722989879,"(41.84524294821206, -87.63196722989879)"
9531997,HX185691,03/15/2014 10:48:00 AM,089XX S LOWE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,2223,022,21,71,18,1173571,1845840,2014,03/19/2014 12:41:09 AM,41.73239831504298,-87.63972117092715,"(41.73239831504298, -87.63972117092715)"
9532025,HX185682,03/15/2014 10:46:00 AM,006XX E 92ND PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0633,006,9,44,08B,1181996,1843817,2014,03/19/2014 12:41:09 AM,41.72665650824358,-87.60891933874406,"(41.72665650824358, -87.60891933874406)"
9532128,HX185725,03/15/2014 10:46:00 AM,0000X E 43RD ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,true,false,0213,002,3,38,15,1177232,1876558,2014,03/18/2014 12:40:56 AM,41.81661004655609,-87.62538302947759,"(41.81661004655609, -87.62538302947759)"
9532033,HX185713,03/15/2014 10:39:00 AM,057XX W ADDISON ST,1330,CRIMINAL TRESPASS,TO LAND,APARTMENT,true,false,1633,016,38,15,26,1137619,1923321,2014,03/18/2014 12:40:56 AM,41.94573757448389,-87.76956796081548,"(41.94573757448389, -87.76956796081548)"
9531991,HX185669,03/15/2014 10:37:00 AM,006XX E 131ST ST,1340,CRIMINAL DAMAGE,TO STATE SUP PROP,CHA APARTMENT,false,false,0533,005,9,54,14,1183027,1818519,2014,03/19/2014 12:41:09 AM,41.65721153043658,-87.60592526468079,"(41.65721153043658, -87.60592526468079)"
9531990,HX185685,03/15/2014 10:30:00 AM,027XX S DEARBORN ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA HALLWAY/STAIRWELL/ELEVATOR,true,false,0133,001,3,35,26,1176386,1886421,2014,03/18/2014 12:40:56 AM,41.84369400792882,-87.62818936186635,"(41.84369400792882, -87.62818936186635)"
9532064,HX185660,03/15/2014 10:30:00 AM,016XX S CALIFORNIA BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1023,010,28,29,08B,1158005,1891465,2014,03/18/2014 12:40:56 AM,41.85792961776642,-87.695506361522,"(41.85792961776642, -87.695506361522)"
9534483,HX188183,03/15/2014 10:30:00 AM,047XX W MADISON ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1113,011,28,25,06,1144713,1899639,2014,03/19/2014 12:41:09 AM,41.880620695717724,-87.74409063191138,"(41.880620695717724, -87.74409063191138)"
9532081,HX185697,03/15/2014 10:30:00 AM,023XX S DRAKE AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,true,false,1024,010,22,30,24,1153027,1888367,2014,03/18/2014 12:40:56 AM,41.84952836433818,-87.71386080008601,"(41.84952836433818, -87.71386080008601)"
9532550,HX186448,03/15/2014 10:30:00 AM,016XX S DRAKE AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1021,010,24,29,05,1152934,1891563,2014,03/18/2014 12:40:56 AM,41.85830040533788,-87.71411753707554,"(41.85830040533788, -87.71411753707554)"
9531988,HX185666,03/15/2014 10:25:00 AM,002XX N KARLOV AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,true,false,1114,011,28,26,18,1149065,1900963,2014,03/19/2014 12:41:09 AM,41.8841707932403,-87.72807603759307,"(41.8841707932403, -87.72807603759307)"
9532002,HX185700,03/15/2014 10:25:00 AM,027XX N HOYNE AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,GOVERNMENT BUILDING/PROPERTY,false,false,1931,019,1,7,26,1162312,1917987,2014,03/17/2014 12:39:52 AM,41.93061921899986,-87.67895454421934,"(41.93061921899986, -87.67895454421934)"
9532026,HX185645,03/15/2014 10:20:00 AM,062XX N LINCOLN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,1711,017,50,13,06,1152511,1941312,2014,03/18/2014 12:40:56 AM,41.99482417237556,-87.71435199286417,"(41.99482417237556, -87.71435199286417)"
9532071,HX185642,03/15/2014 10:15:00 AM,012XX S THROOP ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,CHA APARTMENT,false,true,1233,012,2,28,04A,1167863,1894377,2014,03/19/2014 12:41:09 AM,41.865713736296414,-87.65923763778117,"(41.865713736296414, -87.65923763778117)"
9535088,HX185714,03/15/2014 10:11:00 AM,080XX S CRANDON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOSPITAL BUILDING/GROUNDS,false,true,0414,,8,46,08B,,,2014,03/19/2014 12:41:09 AM,,,
9531977,HX185661,03/15/2014 10:10:00 AM,046XX N WESTERN AVE,1570,SEX OFFENSE,PUBLIC INDECENCY,SIDEWALK,true,false,1911,019,47,4,17,1159494,1930731,2014,03/19/2014 12:41:09 AM,41.965648063147206,-87.68895798806759,"(41.965648063147206, -87.68895798806759)"
9531980,HX185634,03/15/2014 10:10:00 AM,009XX W 85TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0613,006,21,71,08B,1171699,1848513,2014,03/19/2014 12:41:09 AM,41.73977458693539,-87.64650096128108,"(41.73977458693539, -87.64650096128108)"
9532083,HX185776,03/15/2014 10:05:00 AM,037XX W CHICAGO AVE,0337,ROBBERY,ATTEMPT: ARMED-OTHER DANG WEAP,STREET,false,false,1112,011,27,23,03,1151276,1905041,2014,03/18/2014 12:40:56 AM,41.895318169275434,-87.71984986810466,"(41.895318169275434, -87.71984986810466)"
9538278,HX191706,03/15/2014 10:00:00 AM,087XX S BURLEY AVE,0820,THEFT,$500 AND UNDER,APARTMENT,false,true,0424,,7,46,06,,,2014,03/21/2014 12:39:35 AM,,,
9532143,HX185946,03/15/2014 10:00:00 AM,010XX W MONROE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,false,false,1232,012,2,28,14,1169248,1899772,2014,03/18/2014 12:40:56 AM,41.880488070437536,-87.65399650281174,"(41.880488070437536, -87.65399650281174)"
9532371,HX186065,03/15/2014 10:00:00 AM,079XX S DOBSON AVE,0890,THEFT,FROM BUILDING,APARTMENT,false,false,0624,006,8,44,06,1184650,1852258,2014,03/18/2014 12:40:56 AM,41.7497578230263,-87.59893369874862,"(41.7497578230263, -87.59893369874862)"
9531944,HX185638,03/15/2014 10:00:00 AM,042XX S OAKENWALD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,0214,002,4,36,11,1184782,1876893,2014,03/17/2014 12:39:52 AM,41.81735528117026,-87.59767765713794,"(41.81735528117026, -87.59767765713794)"
9532629,HX186583,03/15/2014 10:00:00 AM,078XX S SOUTH SHORE DR,0810,THEFT,OVER $500,APARTMENT,false,false,0421,004,7,43,06,1197666,1854182,2014,03/19/2014 12:41:09 AM,41.75472265316897,-87.55117442757542,"(41.75472265316897, -87.55117442757542)"
9531983,HX185654,03/15/2014 10:00:00 AM,018XX W 47TH ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,true,true,0931,009,20,61,26,1165107,1873486,2014,03/17/2014 12:39:52 AM,41.80844564113494,-87.66994734860208,"(41.80844564113494, -87.66994734860208)"
9536181,HX189793,03/15/2014 10:00:00 AM,048XX N SAWYER AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1713,,39,14,06,,,2014,03/19/2014 12:41:09 AM,,,
9534895,HX188875,03/15/2014 10:00:00 AM,040XX W POLK ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,false,false,1132,011,24,26,20,1149409,1896095,2014,03/19/2014 12:41:09 AM,41.87080578623286,-87.72693911764519,"(41.87080578623286, -87.72693911764519)"
9533547,HX187737,03/15/2014 10:00:00 AM,077XX S SANGAMON ST,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0621,006,17,71,03,1171271,1853709,2014,03/19/2014 12:41:09 AM,41.754042464728386,-87.64791744329817,"(41.754042464728386, -87.64791744329817)"
9532923,HX186851,03/15/2014 10:00:00 AM,071XX S GREENWOOD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0324,003,5,69,07,1184828,1857842,2014,03/19/2014 12:41:09 AM,41.765076696892365,-87.59810656415408,"(41.765076696892365, -87.59810656415408)"
9544710,HX197831,03/15/2014 10:00:00 AM,028XX W 55TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,ABANDONED BUILDING,false,false,0923,,14,63,14,,,2014,03/26/2014 12:40:14 AM,,,
9532886,HX186877,03/15/2014 10:00:00 AM,055XX W FLOURNOY ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1522,015,29,25,14,1139947,1896458,2014,03/18/2014 12:40:56 AM,41.87198007663306,-87.76166899736579,"(41.87198007663306, -87.76166899736579)"
9531995,HX185636,03/15/2014 10:00:00 AM,130XX S DR MARTIN LUTHER KING JR DR,0460,BATTERY,SIMPLE,CHA APARTMENT,false,false,0533,005,9,54,08B,1180822,1818783,2014,03/19/2014 12:41:09 AM,41.657986767045095,-87.61398560325816,"(41.657986767045095, -87.61398560325816)"
