ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
9529928,HX183864,03/13/2014 09:42:00 PM,053XX N LINCOLN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,true,false,2011,020,40,4,18,1158510,1935335,2014,03/16/2014 12:39:45 AM,41.97830191820825,-87.69244931923758,"(41.97830191820825, -87.69244931923758)"
9529938,HX183859,03/13/2014 09:40:00 PM,048XX S PRINCETON AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,false,true,0935,009,3,37,26,1175061,1872998,2014,03/18/2014 12:40:56 AM,41.8068898799986,-87.63345307249558,"(41.8068898799986, -87.63345307249558)"
9529966,HX183892,03/13/2014 09:40:00 PM,003XX E OHIO ST,1330,CRIMINAL TRESPASS,TO LAND,HOTEL/MOTEL,true,false,1834,018,42,8,26,1178444,1904301,2014,03/16/2014 12:39:45 AM,41.89271116116999,-87.62009183188337,"(41.89271116116999, -87.62009183188337)"
9529982,HX183876,03/13/2014 09:39:00 PM,075XX S PEORIA ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0621,006,17,71,18,1171648,1854952,2014,03/16/2014 12:39:45 AM,41.75744516543145,-87.64649949984445,"(41.75744516543145, -87.64649949984445)"
9530019,HX183904,03/13/2014 09:36:00 PM,082XX S INGLESIDE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,true,false,0631,006,8,44,05,1184041,1850466,2014,03/19/2014 12:41:09 AM,41.74485462939871,-87.60122117787878,"(41.74485462939871, -87.60122117787878)"
9529920,HX183885,03/13/2014 09:36:00 PM,018XX N MAUD AVE,0560,ASSAULT,SIMPLE,STREET,true,false,1811,018,32,7,08A,1169137,1912389,2014,03/16/2014 12:39:45 AM,41.91511233856766,-87.65403726360564,"(41.91511233856766, -87.65403726360564)"
9529976,HX183833,03/13/2014 09:35:00 PM,003XX S PULASKI RD,0820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,false,false,1132,011,28,26,06,1149813,1898355,2014,03/16/2014 12:39:45 AM,41.87699964270757,-87.72539711305487,"(41.87699964270757, -87.72539711305487)"
9530098,HX184056,03/13/2014 09:30:00 PM,027XX N MARMORA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2514,025,30,19,14,1136549,1917534,2014,03/16/2014 12:39:45 AM,41.9298766723736,-87.77363984036349,"(41.9298766723736, -87.77363984036349)"
9531261,HX184626,03/13/2014 09:30:00 PM,103XX S MICHIGAN AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,0512,005,9,49,06,1178947,1836108,2014,03/17/2014 12:39:52 AM,41.70557186839139,-87.62032192827466,"(41.70557186839139, -87.62032192827466)"
9530765,HX184378,03/13/2014 09:30:00 PM,027XX N TROY ST,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,false,false,1411,014,35,22,14,1154948,1917960,2014,03/19/2014 12:41:09 AM,41.93069616699906,-87.7060164087329,"(41.93069616699906, -87.7060164087329)"
9529965,HX183878,03/13/2014 09:30:00 PM,016XX S CHRISTIANA AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,1021,010,24,29,18,1154347,1891452,2014,03/16/2014 12:39:45 AM,41.857967727893204,-87.70893386714087,"(41.857967727893204, -87.70893386714087)"
9531306,HX183848,03/13/2014 09:30:00 PM,091XX S COTTAGE GROVE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0633,006,8,44,08B,1183195,1844778,2014,03/17/2014 12:39:52 AM,41.729265830999694,-87.60449750985568,"(41.729265830999694, -87.60449750985568)"
9529975,HX183926,03/13/2014 09:30:00 PM,025XX W FITCH AVE,031A,ROBBERY,ARMED: HANDGUN,ALLEY,false,false,2411,024,50,2,03,1157917,1947311,2014,03/16/2014 12:39:45 AM,42.01117669385572,-87.69430142740715,"(42.01117669385572, -87.69430142740715)"
9530374,HX184052,03/13/2014 09:30:00 PM,027XX N MARMORA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2514,025,30,19,14,1136629,1917537,2014,03/16/2014 12:39:45 AM,41.92988347130668,-87.77334578471935,"(41.92988347130668, -87.77334578471935)"
9532306,HX184803,03/13/2014 09:30:00 PM,109XX S HALSTED ST,500N,OTHER OFFENSE,ABUSE/NEGLECT: CARE FACILITY,NURSING HOME/RETIREMENT HOME,false,false,2233,022,34,49,26,1172973,1832194,2014,03/19/2014 12:41:09 AM,41.694964909041396,-87.64231310858908,"(41.694964909041396, -87.64231310858908)"
9529955,HX183830,03/13/2014 09:30:00 PM,018XX N LONG AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE PORCH/HALLWAY,true,false,2532,025,37,25,04A,1140061,1911821,2014,03/16/2014 12:39:45 AM,41.914135945772024,-87.76087412631799,"(41.914135945772024, -87.76087412631799)"
9529979,HX183854,03/13/2014 09:30:00 PM,064XX S DR MARTIN LUTHER KING JR DR,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0312,003,20,42,18,1180073,1862179,2014,03/16/2014 12:39:45 AM,41.777088077997504,-87.61540217949141,"(41.777088077997504, -87.61540217949141)"
9529887,HX183806,03/13/2014 09:24:00 PM,013XX N SPRINGFIELD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,2535,025,30,23,18,1150174,1908727,2014,03/16/2014 12:39:45 AM,41.90545447500349,-87.72380108629372,"(41.90545447500349, -87.72380108629372)"
9531600,HX183841,03/13/2014 09:20:00 PM,027XX W DEVON AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,2412,024,50,2,03,1157130,1942397,2014,03/18/2014 12:40:56 AM,41.997708581584945,-87.69733144314388,"(41.997708581584945, -87.69733144314388)"
9529907,HX183847,03/13/2014 09:20:00 PM,106XX S STATE ST,1330,CRIMINAL TRESPASS,TO LAND,GROCERY FOOD STORE,true,false,0512,005,34,49,26,1178106,1834056,2014,03/17/2014 12:39:52 AM,41.69995996045846,-87.62346351387185,"(41.69995996045846, -87.62346351387185)"
9529908,HX183843,03/13/2014 09:20:00 PM,046XX N RACINE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,true,false,1913,019,46,3,15,1167509,1930831,2014,03/16/2014 12:39:45 AM,41.96575327850875,-87.65948572310674,"(41.96575327850875, -87.65948572310674)"
9529924,HX183837,03/13/2014 09:15:00 PM,009XX W 116TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0524,005,34,53,08B,1171845,1827862,2014,03/16/2014 12:39:45 AM,41.68310196785339,-87.64656950656364,"(41.68310196785339, -87.64656950656364)"
9529930,HX183807,03/13/2014 09:15:00 PM,118XX S STATE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0532,005,9,53,08B,1178411,1826698,2014,03/19/2014 12:41:09 AM,41.67976163491866,-87.62256903449581,"(41.67976163491866, -87.62256903449581)"
9529891,HX183828,03/13/2014 09:15:00 PM,006XX W IRVING PARK RD,0460,BATTERY,SIMPLE,RESIDENCE-GARAGE,true,false,1925,019,46,6,08B,1170870,1926754,2014,03/16/2014 12:39:45 AM,41.95449266830824,-87.64724811750537,"(41.95449266830824, -87.64724811750537)"
9530723,HX183880,03/13/2014 09:15:00 PM,093XX S ELIZABETH ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,2222,022,21,73,08A,1169598,1842650,2014,03/17/2014 12:39:52 AM,41.72373142807281,-87.65436816859905,"(41.72373142807281, -87.65436816859905)"
9529890,HX183824,03/13/2014 09:15:00 PM,015XX W 61ST ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,0713,007,15,67,18,1167082,1864315,2014,03/16/2014 12:39:45 AM,41.78323727344778,-87.66296580714986,"(41.78323727344778, -87.66296580714986)"
9529917,HX183870,03/13/2014 09:15:00 PM,022XX N SHEFFIELD AVE,0890,THEFT,FROM BUILDING,COLLEGE/UNIVERSITY GROUNDS,false,false,1811,018,32,7,06,1169210,1915326,2014,03/16/2014 12:39:45 AM,41.92317003728275,-87.65368355699974,"(41.92317003728275, -87.65368355699974)"
9529961,HX183821,03/13/2014 09:10:00 PM,003XX E OHIO ST,1505,PROSTITUTION,CALL OPERATION,HOTEL/MOTEL,true,false,1834,018,42,8,16,1178444,1904301,2014,03/16/2014 12:39:45 AM,41.89271116116999,-87.62009183188337,"(41.89271116116999, -87.62009183188337)"
9530062,HX183868,03/13/2014 09:10:00 PM,075XX S RIDGELAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0414,004,8,43,14,1189217,1855347,2014,03/17/2014 12:39:52 AM,41.75812612889238,-87.58209968881094,"(41.75812612889238, -87.58209968881094)"
9529911,HX183788,03/13/2014 09:06:00 PM,075XX S COLES AVE,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,true,true,0421,004,7,43,08A,1195769,1855900,2014,03/16/2014 12:39:45 AM,41.759484086347804,-87.5580694844195,"(41.759484086347804, -87.5580694844195)"
9529873,HX183814,03/13/2014 09:05:00 PM,056XX S PRINCETON AVE,4625,OTHER OFFENSE,PAROLE VIOLATION,VEHICLE NON-COMMERCIAL,true,false,0711,007,3,68,26,1175210,1867498,2014,03/17/2014 12:39:52 AM,41.79179400396089,-87.63307092515548,"(41.79179400396089, -87.63307092515548)"
9529914,HX183817,03/13/2014 09:01:00 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,0111,001,42,32,06,1176392,1900920,2014,03/16/2014 12:39:45 AM,41.88348007632849,-87.62773002753053,"(41.88348007632849, -87.62773002753053)"
9530080,HX184044,03/13/2014 09:00:00 PM,064XX S LAMON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0813,008,13,64,07,1144860,1861578,2014,03/16/2014 12:39:45 AM,41.77617301547815,-87.74450874979426,"(41.77617301547815, -87.74450874979426)"
9530106,HX183941,03/13/2014 09:00:00 PM,023XX W ROSEMONT AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,false,2413,024,50,2,04B,1159582,1941730,2014,03/17/2014 12:39:52 AM,41.99582798007011,-87.68832990110657,"(41.99582798007011, -87.68832990110657)"
9529921,HX183846,03/13/2014 09:00:00 PM,066XX S KILPATRICK AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0833,008,13,64,08B,1146227,1860291,2014,03/18/2014 12:40:56 AM,41.772615476029706,-87.7395299219451,"(41.772615476029706, -87.7395299219451)"
9530780,HX184083,03/13/2014 09:00:00 PM,022XX N CLIFTON AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1811,018,32,7,06,1168310,1915007,2014,03/17/2014 12:39:52 AM,41.92231421057622,-87.65699969791179,"(41.92231421057622, -87.65699969791179)"
9537508,HX191058,03/13/2014 09:00:00 PM,023XX W 35TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,false,0912,,11,59,26,,,2014,03/20/2014 12:38:50 AM,,,
9529905,HX183796,03/13/2014 09:00:00 PM,052XX W NORTH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,true,true,2532,025,37,25,08B,1141129,1910094,2014,03/16/2014 12:39:45 AM,41.90937723688574,-87.75699305353837,"(41.90937723688574, -87.75699305353837)"
9530440,HX184070,03/13/2014 09:00:00 PM,006XX E 90TH PL,0820,THEFT,$500 AND UNDER,STREET,false,false,0633,006,6,44,06,1181997,1845148,2014,03/17/2014 12:39:52 AM,41.730308907143076,-87.60887464087489,"(41.730308907143076, -87.60887464087489)"
9534742,HX188490,03/13/2014 09:00:00 PM,045XX N ELSTON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,1722,017,45,16,07,1147109,1930075,2014,03/19/2014 12:41:09 AM,41.96409451011855,-87.73451221891129,"(41.96409451011855, -87.73451221891129)"
9529904,HX183836,03/13/2014 09:00:00 PM,029XX N MASON AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,SIDEWALK,false,false,2514,025,30,19,17,1136260,1918732,2014,03/16/2014 12:39:45 AM,41.93316928859097,-87.77467317092344,"(41.93316928859097, -87.77467317092344)"
9538976,HX192123,03/13/2014 09:00:00 PM,053XX N ASHLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,2012,,40,77,14,,,2014,03/21/2014 12:39:35 AM,,,
9529915,HX183783,03/13/2014 08:53:00 PM,086XX S JEFFERY BLVD,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0412,004,8,45,03,1190973,1848280,2014,03/17/2014 12:39:52 AM,41.738691395436376,-87.57589222982583,"(41.738691395436376, -87.57589222982583)"
9529876,HX183797,03/13/2014 08:50:00 PM,093XX S WOODLAWN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0413,004,8,47,18,1185794,1843489,2014,03/16/2014 12:39:45 AM,41.72566788861453,-87.59501732026915,"(41.72566788861453, -87.59501732026915)"
9529870,HX183777,03/13/2014 08:50:00 PM,060XX S HALSTED ST,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,false,false,0711,007,16,68,14,1172053,1864480,2014,03/17/2014 12:39:52 AM,41.783582256840155,-87.6447356626213,"(41.783582256840155, -87.6447356626213)"
9529936,HX183793,03/13/2014 08:45:00 PM,002XX W 33RD ST,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK,false,false,0915,009,11,34,03,1175312,1883054,2014,03/19/2014 12:41:09 AM,41.834478821751226,-87.63223154221275,"(41.834478821751226, -87.63223154221275)"
9529925,HX183819,03/13/2014 08:44:00 PM,004XX E 35TH ST,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESTAURANT,true,false,0211,002,4,35,17,1180051,1881934,2014,03/18/2014 12:40:56 AM,41.83129800514174,-87.61487746097767,"(41.83129800514174, -87.61487746097767)"
9529900,HX183798,03/13/2014 08:36:00 PM,016XX W HOWARD ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,true,false,2422,024,49,1,11,1163712,1950306,2014,03/18/2014 12:40:56 AM,42.019274344743636,-87.67289424103168,"(42.019274344743636, -87.67289424103168)"
9529857,HX183779,03/13/2014 08:35:00 PM,018XX S HOMAN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1024,010,24,29,18,1153955,1890720,2014,03/16/2014 12:39:45 AM,41.85596684986279,-87.71039224947745,"(41.85596684986279, -87.71039224947745)"
9529945,HX183781,03/13/2014 08:35:00 PM,069XX S WESTERN AVE,0810,THEFT,OVER $500,CTA BUS,false,false,0832,008,17,66,06,1161529,1858737,2014,03/19/2014 12:41:09 AM,41.76804746371869,-87.68347956363982,"(41.76804746371869, -87.68347956363982)"
9529977,HX183845,03/13/2014 08:35:00 PM,084XX S RHODES AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,true,false,0632,006,6,44,15,1181303,1849350,2014,03/16/2014 12:39:45 AM,41.74185568574124,-87.61128781623516,"(41.74185568574124, -87.61128781623516)"
9529872,HX183784,03/13/2014 08:35:00 PM,031XX W WARREN BLVD,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,true,false,1222,012,28,27,26,1155404,1900223,2014,03/16/2014 12:39:45 AM,41.88201511653502,-87.70481828039972,"(41.88201511653502, -87.70481828039972)"
9529912,HX183789,03/13/2014 08:30:00 PM,062XX S MICHIGAN AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,false,0311,003,20,40,08A,1178303,1863555,2014,03/18/2014 12:40:56 AM,41.78090432880542,-87.62184917678567,"(41.78090432880542, -87.62184917678567)"
9529953,HX183899,03/13/2014 08:30:00 PM,012XX N HOYNE AVE,0810,THEFT,OVER $500,STREET,false,false,1424,014,1,24,06,1162213,1908390,2014,03/16/2014 12:39:45 AM,41.90428646308423,-87.67958718235805,"(41.90428646308423, -87.67958718235805)"
9529874,HX183782,03/13/2014 08:30:00 PM,080XX S PAXTON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0414,004,8,46,07,1192218,1851998,2014,03/16/2014 12:39:45 AM,41.74886375479276,-87.57121024533173,"(41.74886375479276, -87.57121024533173)"
9529909,HX183871,03/13/2014 08:30:00 PM,082XX S JUSTINE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0614,006,21,71,07,1167399,1850028,2014,03/16/2014 12:39:45 AM,41.744025058763846,-87.66221225986992,"(41.744025058763846, -87.66221225986992)"
9529833,HX183760,03/13/2014 08:30:00 PM,029XX W 85TH ST,0820,THEFT,$500 AND UNDER,PARK PROPERTY,false,false,0835,008,18,70,06,1157997,1848032,2014,03/16/2014 12:39:45 AM,41.738743766577954,-87.69671642819148,"(41.738743766577954, -87.69671642819148)"
9530772,HX184082,03/13/2014 08:30:00 PM,026XX N MARMORA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2514,025,30,19,14,1136567,1916996,2014,03/16/2014 12:39:45 AM,41.928400018158435,-87.77358660064414,"(41.928400018158435, -87.77358660064414)"
9537269,HX190801,03/13/2014 08:30:00 PM,008XX N MENARD AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,false,1511,,29,25,26,,,2014,03/20/2014 12:38:50 AM,,,
9530719,HX184086,03/13/2014 08:30:00 PM,029XX W HARRISON ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1135,011,2,27,06,1156603,1897260,2014,03/16/2014 12:39:45 AM,41.87386017043778,-87.7004957713713,"(41.87386017043778, -87.7004957713713)"
9529851,HX183776,03/13/2014 08:28:00 PM,042XX W MADISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1115,011,28,26,18,1148326,1899720,2014,03/16/2014 12:39:45 AM,41.88077413171789,-87.73082179997327,"(41.88077413171789, -87.73082179997327)"
9531502,HX183745,03/13/2014 08:20:00 PM,003XX E OHIO ST,1505,PROSTITUTION,CALL OPERATION,HOTEL/MOTEL,true,false,1834,018,42,8,16,1178444,1904301,2014,03/19/2014 12:41:09 AM,41.89271116116999,-87.62009183188337,"(41.89271116116999, -87.62009183188337)"
9529918,HX183865,03/13/2014 08:20:00 PM,033XX N KILPATRICK AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),false,false,1731,017,30,15,07,1144548,1922018,2014,03/16/2014 12:39:45 AM,41.94203414199425,-87.7441320125189,"(41.94203414199425, -87.7441320125189)"
9529980,HX183758,03/13/2014 08:20:00 PM,053XX W MADISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,1522,015,28,25,08B,1140537,1899540,2014,03/16/2014 12:39:45 AM,41.88042668163552,-87.75942716968396,"(41.88042668163552, -87.75942716968396)"
9529919,HX183766,03/13/2014 08:18:00 PM,057XX S JUSTINE ST,2027,NARCOTICS,POSS: CRACK,STREET,true,false,0713,007,16,67,18,1166945,1866808,2014,03/16/2014 12:39:45 AM,41.79008130115525,-87.66339687641428,"(41.79008130115525, -87.66339687641428)"
9529869,HX183764,03/13/2014 08:15:00 PM,028XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,true,false,1222,012,2,27,11,1157662,1901090,2014,03/16/2014 12:39:45 AM,41.88434856871308,-87.69650327523463,"(41.88434856871308, -87.69650327523463)"
9529883,HX183791,03/13/2014 08:15:00 PM,013XX W HASTINGS ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1233,012,2,28,08B,1167623,1893890,2014,03/18/2014 12:40:56 AM,41.86438253574877,-87.66013270700067,"(41.86438253574877, -87.66013270700067)"
9529894,HX183838,03/13/2014 08:15:00 PM,027XX W DEVON AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,2413,024,50,2,06,1156536,1942299,2014,03/16/2014 12:39:45 AM,41.997451751349246,-87.69951922697092,"(41.997451751349246, -87.69951922697092)"
9529990,HX183849,03/13/2014 08:15:00 PM,018XX W LAKE ST,0560,ASSAULT,SIMPLE,APARTMENT,false,true,1223,012,27,28,08A,1164198,1901386,2014,03/18/2014 12:40:56 AM,41.885025212743706,-87.67249391948926,"(41.885025212743706, -87.67249391948926)"
9529888,HX183752,03/13/2014 08:15:00 PM,076XX S LOWE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0621,006,17,71,08B,1173253,1854147,2014,03/16/2014 12:39:45 AM,41.75520083160418,-87.64064116898034,"(41.75520083160418, -87.64064116898034)"
9529871,HX183774,03/13/2014 08:06:00 PM,0000X W 123RD ST,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,STREET,true,false,0523,005,9,53,24,1178087,1823440,2014,03/16/2014 12:39:45 AM,41.670828512499284,-87.62385320607163,"(41.670828512499284, -87.62385320607163)"
9529903,HX183739,03/13/2014 08:06:00 PM,051XX W DIVERSEY AVE,0810,THEFT,OVER $500,SIDEWALK,false,false,2521,025,31,19,06,1141299,1918082,2014,03/15/2014 12:39:25 AM,41.93129402795581,-87.75617104311858,"(41.93129402795581, -87.75617104311858)"
9529922,HX183794,03/13/2014 08:05:00 PM,077XX S YATES BLVD,2027,NARCOTICS,POSS: CRACK,STREET,true,false,0421,004,7,43,18,1193579,1854239,2014,03/16/2014 12:39:45 AM,41.754980051187886,-87.56614990764398,"(41.754980051187886, -87.56614990764398)"
9529854,HX183759,03/13/2014 08:02:00 PM,064XX N NEWGARD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,true,false,2432,024,40,1,18,1165387,1943136,2014,03/16/2014 12:39:45 AM,41.99956410653225,-87.66693585195566,"(41.99956410653225, -87.66693585195566)"
9531967,HX185603,03/13/2014 08:00:00 PM,045XX S EVANS AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,0221,002,4,38,07,1181876,1874939,2014,03/19/2014 12:41:09 AM,41.812061130879684,-87.6083980158717,"(41.812061130879684, -87.6083980158717)"
9529989,HX183820,03/13/2014 08:00:00 PM,017XX N KINGSBURY ST,0460,BATTERY,SIMPLE,STREET,false,false,1811,018,32,7,08B,1168681,1911471,2014,03/18/2014 12:40:56 AM,41.91260319253995,-87.65573919185012,"(41.91260319253995, -87.65573919185012)"
9529993,HX183872,03/13/2014 08:00:00 PM,028XX W LAWRENCE AVE,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,GAS STATION,false,false,2031,020,40,4,07,1156820,1931802,2014,03/16/2014 12:39:45 AM,41.968641709140556,-87.69876058156893,"(41.968641709140556, -87.69876058156893)"
9531423,HX184914,03/13/2014 08:00:00 PM,021XX W CULLERTON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),false,false,1234,012,25,31,07,1162329,1890344,2014,03/17/2014 12:39:52 AM,41.854764242198016,-87.67966595514532,"(41.854764242198016, -87.67966595514532)"
9530321,HX184096,03/13/2014 08:00:00 PM,018XX W GREENLEAF AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2424,024,49,1,06,1162463,1947008,2014,03/16/2014 12:39:45 AM,42.010250916585235,-87.67758337296507,"(42.010250916585235, -87.67758337296507)"
9530782,HX184320,03/13/2014 08:00:00 PM,012XX W ERIE ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,1215,012,27,24,26,1167873,1904453,2014,03/19/2014 12:41:09 AM,41.893362827390305,-87.65891025626134,"(41.893362827390305, -87.65891025626134)"
9529895,HX183832,03/13/2014 08:00:00 PM,019XX W MADISON ST,1330,CRIMINAL TRESPASS,TO LAND,OTHER,true,false,1223,012,27,28,26,1163705,1900003,2014,03/16/2014 12:39:45 AM,41.88124055023843,-87.67434329064295,"(41.88124055023843, -87.67434329064295)"
9531347,HX183742,03/13/2014 08:00:00 PM,036XX S PAULINA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0912,009,11,59,08B,1165578,1880373,2014,03/18/2014 12:40:56 AM,41.827334339437755,-87.66802424543107,"(41.827334339437755, -87.66802424543107)"
9533337,HX187480,03/13/2014 08:00:00 PM,122XX S MICHIGAN AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,false,false,0532,005,9,53,20,1179095,1823602,2014,03/19/2014 12:41:09 AM,41.67125023242153,-87.62015910273539,"(41.67125023242153, -87.62015910273539)"
9531935,HX184235,03/13/2014 08:00:00 PM,020XX N SAWYER AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1413,014,35,22,06,1154146,1913293,2014,03/19/2014 12:41:09 AM,41.91790560330098,-87.70908844926579,"(41.91790560330098, -87.70908844926579)"
9529937,HX183740,03/13/2014 07:55:00 PM,053XX S HONORE ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,0932,009,16,61,03,1164958,1869480,2014,03/19/2014 12:41:09 AM,41.79745585583709,-87.67060713730206,"(41.79745585583709, -87.67060713730206)"
9531504,HX183850,03/13/2014 07:50:00 PM,003XX E OHIO ST,1505,PROSTITUTION,CALL OPERATION,HOTEL/MOTEL,true,false,1834,018,42,8,16,1178444,1904301,2014,03/19/2014 12:41:09 AM,41.89271116116999,-87.62009183188337,"(41.89271116116999, -87.62009183188337)"
9529828,HX183746,03/13/2014 07:50:00 PM,079XX S MUSKEGON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0422,004,7,46,18,1196588,1852979,2014,03/16/2014 12:39:45 AM,41.75144835905285,-87.55516476588619,"(41.75144835905285, -87.55516476588619)"
9529962,HX183725,03/13/2014 07:50:00 PM,029XX S MICHIGAN AVE,0850,THEFT,ATTEMPT THEFT,SIDEWALK,false,false,0133,001,2,35,06,1177771,1885549,2014,03/16/2014 12:39:45 AM,41.84126985986308,-87.62313321380057,"(41.84126985986308, -87.62313321380057)"
9529824,HX183724,03/13/2014 07:45:00 PM,013XX W 83RD ST,2025,NARCOTICS,POSS: HALLUCINOGENS,STREET,true,false,0613,006,21,71,18,1168638,1849760,2014,03/16/2014 12:39:45 AM,41.74326302266987,-87.65768015012154,"(41.74326302266987, -87.65768015012154)"
9529944,HX183731,03/13/2014 07:45:00 PM,054XX W IRVING PARK RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,false,1624,016,38,15,08B,1139571,1926107,2014,03/16/2014 12:39:45 AM,41.95334717088507,-87.76232476889844,"(41.95334717088507, -87.76232476889844)"
9529943,HX183738,03/13/2014 07:45:00 PM,032XX N HARLEM AVE,0560,ASSAULT,SIMPLE,BAR OR TAVERN,false,false,1632,016,36,17,08A,1127556,1920631,2014,03/16/2014 12:39:45 AM,41.93853155756804,-87.80661749003993,"(41.93853155756804, -87.80661749003993)"
